title,writer,publisher,year,journal,vol_no,link,abstracts
교육활동 보호의 실효성 강화를 위한 고찰,정혜민,한국 법과인권교육학회,2023,법과인권교육연구,Vol.16 No.1,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e3265676945d107be9810257f7042666&keyword=교권침해,"As the problem of infringement of educational activities for teachers at school sites has emerged as a serious social problem, discussions on coping with or preventing infringement of educational activities continue. The 「Special Act on the Improvement of the Teacher’s Status and the Protection of Their Educational Activities」 is the most direct ground law for the protection and infringement of educational activities. The Ministry of Education(2022) recently announced a policy to protect educational activities to guarantee all students’ right to learn, suggesting ways to improve laws and systems to prevent and respond to infringement of educational activities. However, it is regrettable that there is still a lack of diversity of educational measures for students who violate educational activities under the Teacher Status Act, and that no information has been presented on guardians, another counterpart to infringement of educational activities. Since the enactment of the Teacher Status Act, the contents on the protection of educational activities have been embodied through several revisions, so it is necessary to further supplement the limitations related to securing effectiveness. First, educational measures for students who violate educational activities are diversified, and judicial measures are proposed in cases where educational measures alone are not sufficient under the Teacher Status Act. In addition, it is possible to consider a proposal to stipulate direct measures under the Teacher Status Act and secure compulsory power for guardians of infringement of educational activities.
Paying attention to this aspect, this paper examines the legal basis for protecting teachers’ educational activities and the main contents and limitations of the Teacher Status Act, and then suggests measures to strengthen the effectiveness of protecting educational activities. 학교 현장에서 발생하는 교원에 대한 교육활동 침해의 문제가 심각한 사회 문제로 대두되면서, 교육활동 침해 사안 대처 또는 예방에 관한 논의가 계속되고 있다. 「교원의 지위향상 및 교육활동 보호를 위한 특별법」은 교육활동 보호 및 침해에 있어 가장 직접적인 근거 법령이다. 교육부(2022)는 최근 모든 학생의 학습권 보장을 위한 교육활동 보호 정책을 발표하면서 교육활동 침해 예방 및 대응 강화를 위한 법과 제도의 개선방향을 제시했다. 그러나 여전히 교원지위법 상 교육활동 침해 학생에 대한 교육적 조치의 다양성이 부족하고, 교육활동 침해의 또 다른 상대방인 보호자 등에 대한 내용은 제시되지 않았다는 점이 아쉽다. 교원지위법이 제정된 이후로 여러 차례 개정을 통하여 교육활동 보호에 관한 내용이 구체화되고 있는 만큼, 실효성 확보와 관련한 한계점을 더욱 보완할 필요가 있다. 먼저, 교육활동 침해 학생에 대하여 교육적 조치를 다양화 하고, 교원지위법 상 교육적 조치만으로는 충분하지 않은 사안에 있어서는 사법적 조치를 활용할 수 있는 방안을 제시한다. 또한 교육활동 침해 보호자 등에 대해서도 교원지위법 상 직접적 조치를 규정하고 강제력을 확보하는 안을 고려해 볼 수 있다.
이러한 측면에 주목하여 본 논문에서는 교원의 교육활동 보호에 관한 법적 근거 및 교원지위법의 주요 내용 및 한계점을 살펴본 다음, 교육활동 보호의 실효성을 강화할 수 있는 방안을 제시하고자 한다."
다중흐름모형 확장을 통한 「교원지위법」개정 흐름 분석,김영빈(Young Bin Kim),한국지방교육경영학회,2021,지방교육경영,Vol.24 No.1,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=dd3cb5646653bb7c7ecd42904f0c5d65&keyword=교권침해,"본 연구는 교권 침해에 대한 사례가 오랫동안 지속되어 왔음에도 미온적이었던 사회적 흐름이 어떻게 2019년 교원의 교육활동 보호를 위한 「교원의 지위 향상 및 교육활동 보호를 위한 특별법」의 개정으로 이루어질 수 있었는가에 대한 질문에서 출발하였다. 이에 본 연구는 2019 교원지위법 개정 과정을 정책변동의 과정으로 파악하고 이를 다중흐름모형과 Boswell and Rodrigues가 제시한 정책집행 시나리오 모형으로 설명하고자 한다. Boswell and Rodrigues는 중앙정부의 지원을 의미하는 정치적 흐름(politic stream)과 하위 조직 수준에서의 문제의 적합성(problem fit)의 결합을 통하여 합의적 집행, 비집행, 상향식 집행 및 강압적 집행의 4개의 정책집행 시나리오를 만들었다. 분석 결과, 2000년대 교권침해 문제에 대한 지속적인 문제의 흐름과 정책대안의 흐름이 있었지만, 정치의 흐름과 긴밀히 결합하지 못하였다. 그러나 2008년 정부의 교체는 정치적 흐름을 강하게 하였고 이것은 강한 정책대안의 흐름으로 이어졌다. 이후 2016년 사건의 발생은 문제의 흐름을 강하게 촉진시켰으며 2018년 정책 선도자의 역할로 문제와의 적합성(problem fit)이 높아져 2019 교원지위법 개정이 이루어졌다. 또한 2016 교원지위법 개정 및 2019 교원지위법 개정은 각각 강압적 집행 및 합의적 집행 시나리오로 설명할 수 있다. 본 연구는 2012년 교원지위법 개정 계획에서 2016년 교원지위법 개정, 2019년 교원지위법 개정 과정을 정책변동모형으로 분석하였다는 점과 기존의 다중흐름모형을 정책집행으로까지 범위를 확장하여 분석하였다는 점에서 그 의의를 들 수 있다. The purpose of the study is to find the revision of the Teachers' Status Act in 2019 to protect teachers' education activities, which has been lukewarm despite the long-standing cases of infringement of teachers' rights. The study aims to analyze the 2019 revision of the Teachers' Status Act as a process of policy change based on the Kingdon’s multiple stream framework and Boswell and Rodrigues’s policy implementation modes scenario. Boswell and Rodrigues introduced four types of scenario of policy implementation: consensual implementation, non-implementation, bottom-up implementation, and coercive implementation/decoupling through the convergence or divergence of a political stream defined as a political pressure from the center government and the problem fit defined as a suggestion by the lower organizational level. According to the analysis, there were continuous streams of problem and policy to the problem of infringement of educational activities in the 2000s, but they were not closely coupled with the political stream. However, the government's replacement in 2008 strengthened the political stream, strengthening the policy stream. In addition, the focusing events of the 2016 strongly promoted the problems stream, and the entrepreneur in 2018 increased the problem fit, resulting in the revision of the 2019 Teacher Status Act. The revision of the 2016 Teacher Status Act and the revision of the 2019 Teacher Status Act can be described as coercive emplementation and consensual implementation scenarios, respectively. The findings provide that the process of revising the Teacher Status Act in 2012 to the revision of the Teacher Status Act in 2016 and the revision of the Teacher Status Act in 2019 was analyzed as a policy change process and imply how to promote the existing multiple stream framework in all policy process to make implementation."
보육교사의 권익보호 저해 요인에 대한 논점과 제언,"정효정(Chung, Hyo-Chung)",한국영유아보육학회,2021,한국영유아보육학,Vol.- No.130,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=9432b106260b4ff16aae8a972f9116fb&keyword=교권침해,"다수의 연구 보고에 의하면 어린이집에서도 교사 인권 침해 사례가 다양하고 일상적으로 지속되고 있다. 학부모의 지나친 간섭, 부적절한 요구를 넘어 갑질 논란까지 제기되고 있다. 최근 빈번하게 발생되고 있는 아동학대 사건으로 보육교사들의 전문성 논란은 끊임없이 제기되고 어린이집 운영의 전반적인 품질 개선을 요구하고 있다. 더욱이 어린 자녀를 장시간 어린이집에 보내야하는 부모들의 불안감은 커지고 그에 따른 요구도 늘어나는 추세이다. 이른바, 정부의 부모편의중심의 보육정책 흐름은 학부모들의 무분별한 요구와 민원을 야기하고 보육교사들은 극심한 업무스트레스에 노출되고 있다. 심지어 상당수 교사들은 인격적인 모멸감과 교권의 침해를 경험하면서도 그 해결 대안을 찾기 어렵다는 좌절을 동시에 경험하고 있다. 교권이 존중되지 않는 분위기에서 교사는 업무에 소극적인 태도로 임하게 되며 보육서비스의 질을 낮추는 결과를 초래한다. 따라서 본 논문에서는 보육교사의 전문직업적 정체성, 보육교사의 사회 인정, 보육교사의 법적·제도적 권리 보호에 대한 논점을 바탕으로 보육교사의 권익보호를 저해하는 요인을 고찰하고 법적·사회적·제도적으로 보호할 수 있는 방안을 모색하고자 한다. Multiple research reports show diverse and continuous cases of human rights infringement on teachers at childcare centers on a daily basis. On top of excessive interference and inappropriate demands from parents, instances of power tripping are being revealed. Due to the recently frequent cases of child abuse, doubts for childcare teachers’ professionalism are continually raised, and demands are made for an overall improvement of quality in childcare center management. As parents have bigger anxiety to leave their young children at childcare centers for long time periods, they tend to make more requests and demands. The government’s childcare policy, which is convenience-oriented for parents, causes indiscreet demands and complaints of parents and exposes childcare teachers to extreme stress at work. A fairly high number of teachers are treated with contempt and experience the infringement of teachers’ rights but at the same time are frustrated with the difficulty of finding any solution or alternative. In an atmosphere with no respect for teachers’ rights, teachers tend to their duties with passive attitudes, which results in lower quality of childcare services. Thus this study examines the causes of hindrance in protecting the interests of childcare teachers based on the issues of childcare teachers’ professional identity, the social recognition for childcare teachers, and judicial or policy-level protection of rights for childcare teachers, to seek ways to protect them legally, socially, and institutionally."
학교폭력 대응상의 문제와 개선방안,"유영현(Yu, Yung Hyun)",한국민간경비학회,2012,한국민간경비학회보,Vol.11 No.4,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=0dcd4d49b8013598ffe0bdc3ef48d419&keyword=교권침해,"이제 학교폭력의 문제는 전사회적인 문제이자 국가차원의 문제로 비화되고 있다.
  그동안 교육과학기술부등 여러 사회기관들이 학교폭력근절운동에 나서고 있음에도 불구하고 학교폭력의 뿌리는 사그라지지 않고 있다. 따라서 본 논문에서는 학교폭력에 대응해오는데 있어서 중추적 역할을 수행하여온 학교 및 교사, 배움터지킴이등을 중심으로 그동안 노정되어왔던 문제점을 직시하고 그 대응 방안들을 모색하였다. 우선 학교가 자체적인 교육적 자생력을 확보하여 학교폭력의 문제를 교육적 차원에서 포용할 수 있도록 모든 사회기관들의 노력이 필요하며 교사들이 교권이 회복되고 안전한 환경 하에서 다양한 프로그램으로 학생생활지도에 임하도록 하여야 할 것이다. 교사와 배움터지킴이간에 교권침해가능성 및 여러 여건상 배움터지킴이제도 실행이 여의치 않은 측면을 대체함에 있어 민간경비가 그 대안이 될 수 있으므로 이에 대한 가능성을 모색하였다. Currently, the social problem of school violence has been escalating into the level of national problem. Despite the efforts of MEST and various other social institutions to eliminate school violence, but the root of school violence yet remains to be rooted out.
  Therefore, in this article, a countermeasures was sought upon facing the exposed problems so far focusing mainly school & teacher, school keeper who have been taken major roles in responding school violence.
  To this end first of all, school has to secure educational self-sustaining capability capable to embrace the problem of school violence from educational view point for which efforts from all & every sector society is required and the recovery of authority of teacher should be attained capable to be faced with student guidance with various programs under safe environment.
  In consideration of the possibility of infringement of the authority of teacher by school keeper as well as the difficulty in implementing school keeper system in various considerations for which it was reviewed the possibility of employment of private security system as a substitute measure."
교사의 학생생활지도권 근거 입법 이슈 분석,박남기,대한교육법학회,2023,敎育 法學 硏究,Vol.35 No.2,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=2d37d960d45ff4e447de9c1710b0298d&keyword=교권침해,"국회는 2022년 12월 27일 ‘교원의 학생생활지도’ 조항을 신설하는 내용 등을 포함한 초·중등교육법 개정안을 통과시켰다. 교직단체는 교권침해 사례를 근거로 유아교육법, 초중등교육법, 교원지위법 개정을 통해 교원에게 실질적인 생활지도권 부여, 피해 교원 보호 및 정상적 지도과정에 대한 민원, 법적 분쟁 시 법적 대응, 문제행동 학생 교육‧치유의 근거를 마련하고, 학생의 문제행동 시 즉각 분리조치 등 구체적인 대응 매뉴얼도 마련해야 한다고 주장했다.
이 논문에서는 ‘실질적인 생활지도권 부여’ 요청의 타당성을 살피기 위해 제시된 근거 자료와 사례와 생활지도권과의 관계, 현행 제도와 생활지도권 신설과의 관계를 분석한다. 법안의 실효성을 판단하기 위해서는 교권 추락 및 교권 침해 사례 발생의 원인, 인간이 가진 자제력의 특성과의 관계를 살핀다. 교사의 학생 생활지도권 보장 관련 법규정의 효과 및 한계를 분석하고 대안을 제시하기 위해서는 운암초등학교의 학교 규칙과 학생생활규정을 분석한다. 그리고 법안 개정 방향을 제시하기 위해서는 제시된 법안의 「아동학대처벌법」 및 「학교폭력예방법」과의 관계를 분석한다.
이 분석을 바탕으로 교사들이 기존의 권한을 제대로 행사하지 않는 이유에 따른 법과 제도 개선안을 제시한다. 그리고 미국의 사례를 깊이 있게 분석함으로써 법안과 정책이 나아갈 방향에 대한 시사점을 도출하였다. 이 논문에서는 학생생활지도권 입법 방향만이 아니라, 법으로 해결하기 어려운 한계 상황을 염두에 두며 근본적이며 장기적인 대책도 간단히 제시한다."
교실질서유지권의 도입방안에 관한 연구,"김재헌,장인호",인하대학교 법학연구소,2023,法學硏究,Vol.26 No.2,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=5ebc6cca3d56e7c9b36097776a77e665&keyword=교권침해,"Recently, as the infringement of teachers’ right has emerged as a social problem, the concept of the teachers’ right to maintain order in the classroom are being newly mentioned as a solution. However, the right to maintain order in the classroom is only regarded as a guidance, and discussion as an independent concept has not been made.
This paper reviews the meaning, nature, and function of the right to maintain order in the classroom, which has not yet been independently established and looks for implications through foreign cases. In addition, we reviews problems in discussions related to right to maintain order in the classroom order, and accordingly, the direction and details of future plans in Korea are presented.
First, clarification of teachers' authority and materialization of laws, second, provision of special education-related regulations and monitoring system regulations, third, follow-up control and distribution of roles with school police officers, and fourth, re-establishment of the role of the School Teacher’ Rights Protection Committee. 최근 교권침해가 사회적 문제로 떠오르면서 이에 대한 해결책으로 교사의 생활지도권실질화와 더불어 교실질서유지권 개념이 새롭게 언급되고 있다. 그러나 교실질서유지권은 생활지도권의 형태로서 여겨질 뿐, 독자적인 개념으로의 논의는 이루어지지 못하고있다.
본고에서는 아직 독자적인 개념정립이 이루어지지 못한 교실질서유지권에 대하여 의의, 성격, 기능을 간략히 검토하고, 국외사례를 통하여 시사점을 분석하였다. 또한, 교실질서유지권 관련 논의에서의 문제점을 검토하고 이에 따라 향후 우리나라에서의 도입방안 방향과 그 세부내용을 제시하였다.
첫째, 교사권한의 명확화와 법령의 구체화, 둘째, 특수교육관련규정 마련과 모니터링제도 규정, 셋째 사후통제와 학교전담경찰관과의 역할분배, 넷째, 교권보호위원회의 역할재정립을 제안하였다."
학생생활지도 법제의 문제점과 개선방안,김성기,대한교육법학회,2023,敎育 法學 硏究,Vol.35 No.2,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=2d37d960d45ff4e4b7998d826d417196&keyword=교권침해,"이 연구에서는 학생생활지도 법제화의 배경으로서 교권침해와 명예퇴직 현황을 살펴보았다. 교권침해는 코로나19가 확산된 2020년에 줄었다가 2021년부터 다시 늘어났다. 침해유형으로는 모욕 및 명예훼손이 가장 많다. 이로 인해 교직불만족이 늘어나고 있다. 또한 명예퇴직도 2005학년도에 비해 2021학년도에 초등학교는 5배 이상, 중학교는 12배 이상, 고교는 7배 이상 증가하였다. 그 사유로는 학생생활지도의 어려움이 가장 많다. 학생생활지도 관련법제를 학교교육 관계법령과 아동학대 관계법령으로 나누어 분석하였다. 관련 입법 동향으로서 교원지위법과 「초・중등교육법」 개정 발의안을 분석하였다. 현행 법제의 개선방안으로서 유치원을 포함한 교원 임무로서의 ‘지도’ 행위 법제화, 생활지도에 관한 학생 의견 수렴 제도화, 정당한 교육활동에 따른 피해에 대한 면책 조항 신설, 아동학대 조사시 교육계 인사 참여, 아동학대 신고시 사전심사제도 신설을 제안하였다."
체벌에 대한 불교적 고찰,이호근(Lee Ho Keun),한국불교연구원,2016,불교연구,Vol.44 No.-,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=70c6655734cab5857ecd42904f0c5d65&keyword=교권침해,"교육의 문제는 인간의 삶에서 결코 소홀히 다루어질 수 없는 문제임에도 불구하고, 아직까지 불교적 관점에서 이러한 문제들을 고찰해 보려는 시도는 거의 없었다. 체벌문제에 대하여 불교적으로 접근할 때, 우선 초기불교 교단의 계율을 검토함으로써 붓다의 교육지침의 특징을 살펴볼 수도 있고, 인도사상의 핵심 개념인 다르마(dharma)에 대한 검토도 필요하다. 또한 불교교리 중에서 사섭법(四攝法)이나 사무량심(四無量心)에 대한 고찰도 중요하다. 체벌에 대하여 불교적으로 고찰할 경우, 또 한 가지 간과해서는 안 되는 것은 중국 선불교의 흐름에서 나타난 덕산(德山)과 임제(臨濟) 스님의 방할(棒喝) 방편이다. 덕산의 매질(德山棒)은 외견상으로는 체벌과 유사하지만, 육체적 고통을 주는 체벌과는 달리 전광석화와 같은 순간적인 자극과 긴장으로 수행자를 막다른 길로 몰고 가는 파격적이고 전격적인 소통의 방편이며 깨달음의 계기일 수 있다는 점에서 단순한 체벌과는 구분되어야 한다. 불교의 전통은 다르마를 중시하는 인도적 풍토 속에서 나타난 것이며, 불교교단은 세속의 갈등과 번뇌를 타파하기 위해 매우 엄격하고 치밀한 계율을 제정하고 실천해 왔다는 점에서 체벌의 문제에 대한 불교적 관점에서의 고찰은 상당히 흥미롭고 의미 있는 작업이라 할 수 있다. 체벌금지로 인하여 심각한 교권침해 현상이 빈번히 나타난다고 해서 교사에게 무조건 체벌의 권한을 즉각 부여하는 것이 능사는 아니다. 불교적 관점에서 볼 때 ‘체벌’ 자체를 허용해야 하느냐 말아야
하느냐 하는 것은 본질적인 문제가 아니다. 체벌을 해야 하느냐 혹은 말아야 하느냐 하는 문제보다는, 불가피하게 체벌을 해야 할 경우라도 체벌이 훈육의 방편으로서의 여러 조건들을 충족하고 있느냐의 여부가 보다 본질적이고 중요한 문제라고 할 수 있다. The aim of this thesis is to study the corporal punishment from buddhistic points of view. Reviewing the śīla(rules of moral conduct) and vinaya(rules of the Buddhist order) of the early saṅgha is the essential factor for the present study. How to harmonize the protection of the students' rights and the achievement of school governance goals has emerged as a key challenge. Several alternatives of corporal punishment such as behavioral, humanistic models are suggested to be used in schools. Genuine compassion as a means(upāya) of discipline should be unbiased. And it is based on the recognition that others have the right to happiness. Also if the damage to the student caused by corporal punishment is more severe than the damage done to the teachers and the other students' educational rights, then it should be prohibited. The Four Methods employed by bodhisattvas to attract others to their teachin (generosity, kind words, beneficial actions and co-operation with others) and the Four Immeasurable Minds(sympathy, compassion, altruistic joy and equanimity) may be very effective means of discipline. It is not everything to vest teacher with authority of corporal punishment. A further important consideration is that corporal punishment satisfies the conditions of a means for discipline than whether corporal punishment is necessary or not. In some cases legal action may be more effective than indigested corporal punishment. Wise and harmonious choice of embraces(parigraha) or taming(abhibhava) is crucial to successful discipline."
폭력적 문제행동에 의한 상해 경험이 특수교사의 교사소진 및 교사효능감에 미치는 영향,이필상,한국특수교육교과교육학회,2017,특수교육교과교육연구,Vol.10 No.3,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e5557269ea04edd6e9810257f7042666&keyword=교권침해,"The purpose of this study is explore the effect of special education teacher’s injury experience by violent problem behavior on teacher burnout and teacher self-efficacy belief. The participants of study were 3 special education teachers in D metropolitan city, South Korea. The data collection for the research was based on Seidman’s In-depth Interviewing and analyzed with the constant comparative method. the result of qualitative data analysis were listed as follows: Titles such as (1) Teacher burnout (2) Teacher self-efficacy belief (3) Support request.
The result of this study were as follows: First, special education teachers were recognize that effect of special education teacher’s injury experience by violent problem behavior on teacher burnout. Second, special education teachers were recognize that effect of special education teacher’s injury experience by violent problem behavior on teacher self-efficacy belief. Third, special education teachers were request that special support for teacher’s injury experience by violent problem behavior. In conclusion, what should be aimed for come up with a countermeasure for special education teacher’s injury experience by violent problem behavior on teacher burnout and teacher self-efficacy belief. 본 연구는 장애 학생의 폭력적 문제행동에 의한 상해 경험이 특수교사의 교사소진과 교사효능감에 미치는 영향에 대해 살펴보았다. 연구 참여자들은 D광역시의 특수학교에서 근무하고 있는 특수교육경력 2년 6개월∼20년 6개월의 특수교사 3명이다. 반구조화된 질문지를 이용한 면대면 심층면담을 실시하였으며, 지속적 비교법을 사용하여 면담 전사 자료를 질적 분석하였다. 면담을 통해 수집된 결과를 분석한 결과 3개의 주요한 주제와 9개의 부주제, 20개의 코드명이 도출되었다. 3개의 주요한 주제는 1. 교사소진, 2. 교사효능감, 3. 지원 요구이다. 연구 결과, 특수교사들은 장애 학생의 폭력적 문제행동에 의한 상해 경험이 교사소진의 정서적・신체적 측면에 영향을 주고 있지만 교직 지속력에는 큰 영향을 주지 않는 것으로 인식하고 있었다. 또한 교사효능감에 대한 영향에 대해 교사들은 장애학생의 폭력적 문제행동을 학교폭력이나 교권침해가 아닌 문제행동으로만 인식하고 있었으며, 교사효능감에는 어느 정도 부정적인 영향을 주고 있지만 오히려 교수활동의 긍정적 변화를 가져다주었으며 이는 특수교사로서의 전문성 향상을 위해 노력하는 계기가 되었다고 하였다. 그리고 지원 요구에 대해서는 장애학생의 폭력적 문제행동이 학교폭력이나 교권침해 사례는 아니지만 그에 준하는 예방적 차원의 대책과 전담기구가 마련되는 등의 지원을 요구하고 있었다."
교원의 교육권 보장과 그 한계,최인화(Choi in-Wha),미국헌법학회,2011,美國憲法硏究,Vol.22 No.3,https://www.riss.kr/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=2c0d060773815545ffe0bdc3ef48d419&keyword=교권침해,"최근 들어 학생인권조례 제정의 움직임 속에서 교원의 교권이 상대적으로 침해 받는 다양한 사례를 목격하고 있다. 교권은 사회학적 개념으로서 일반 시민사회나 혹은 교직사회에서 광범위하게 인정되어 왔던 개념이다. 그런데 학생 인권과의 갈등을 줄이고 '헌법상의 교육받을 권리'를 실현하려면 교원의 교권은 법적 개념으로서의 '교육권'으로 명료화하여 새로운 인식과 평가를 해야 할 시점에 있다. 본고에서는 교원의 교육권과 교육의 자유에 대한 법적 근거와 원리를 탐구하고 교육권의 구체적이고 실질적인 보장과 그 제한점은 어떻게 보아야 하는가를 알아보고자 하였다.
 전통적으로 교사의 교육권과 학문의 자유 등의 쟁점은 학생과 학부모의 입장보다는 교사의 관점에서 많은 논의를 보인 것이 사실이다. 하지만 교원의 교육권은 절대적 자유가 아니며, 소위 말하는 학부모대위권(in loco parentis)의 견지에서 교육권의 법적 의미와 구체적 내용, 심지어 제한의 법리가 탐구되어야 한다. 오늘날 복지국가의 추세 속에서 인간다운 생활과 인간의 존엄성 보장 및 행복추구권의 기초를 제공하는 '교육받을 권리'는 일차로 학생의 교육권으로부터 요구받고 있지만, 현실적으로 사회통합과 사회적 자아의 실현을 돕는 교사의 교육권이 최적의 효율성을 발휘할 때 이루어진다는 것 또한 사실이다. 따라서 교사의 교육권을 구성하는 구체적인 내용인 교육과정 편성 및 운영권, 교수학습 방법의 선정과 평가권, 교육적 체벌과 징계권, 학생 상담권 등은 학부모를 대신하여 행사하는 직무권한의 성격을 지니는 것으로 보아야 한다.
 즉, 교원의 교육권은 공교육을 책임지고 있는 국가와 헌법적 권리로서의 자녀교육을 부담하는 학부모의 권리에서 파생된 것이다. 교원의 교육권은 교육의 인간적 주체성 구현, 진리교육의 자유성, 교육의 전문적 자율성의 실현 등을 강조하는 교육조리에 의해서도 보장되는 한편, 교육의 정치적 중립성, 교육활동 과정에서의 학생이익과 요구 충족 등을 종합적으로 판단하고 수용해 나가야 한다. 그런 의미에서 교원의 교육권과 교육의 자유는 헌법을 비롯한 다양한 교육법제에 의하여 비로소 파생되고 보장되는 상대적 권리이다. 그러므로 교육권의 보장 역시 우리 헌법상 기본권의 제한사유인 공공복리, 국가안전보장, 질서유지 등을 이유로 보장의 한계를 내재하고 있다. This articles deals with the contemporary fundamental legal principles and concrete substances of educational freedom, especially on the right to education of teachers. Traditionally, on the academic issues of the educational right has been concentrated not on the teacher's side but on the status of students and parents. we call it ""in loco parentis"" legal principle.
 I think that In this reason, therefore the right to education of teacher have been treated lightly. However in modern welfare state, one of the most important aims of the school should be to educate the students to live successfully with other people and pursue truths and techniques which contributes to his dreams.
 And so it is true that the creation of social unity and self-realization in society will be achieve by optimum-efficient exercise of teacher's right.
 Teacher's right to education are consists of various rights to curriculum, instruction, evaluation, educational punishments, counselling and various student activities.
 I review legal bases of the right to education and criticize the some of issues of teacher's right to education and educational freedom in our school systems, I suggest that rights of teacher should be harmony with the student's benefits and needs.
 Like other constitutional rights, however, academic freedom of teacher is not absolute; it must be balanced against the community's right to determine educational goals and to maintain reasonable discipline."
